rating,place,aircraft ,aircraft 1,traveller_type ,traveller_type  1,seat_type,route ,route 1,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,value_for_money,entertainment
2,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,Gatwick to Tampa,Gatwick to Tampa,01-01-2017,3,3,2,1,1,2
1,United Kingdom,Boeing 747,Boeing 747,Solo Leisure,Solo Leisure,Economy Class,Miami to London,Miami to London,01-01-2017,2,1,1,2,1,1
5,United Kingdom,Boeing 747,Boeing 747,Business,Business,Economy Class,LHR to DXB,LHR to DXB,01-01-2017,2,2,1,1,2,2
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,CDG to LHR,CDG to LHR,01-12-2016,2,3,2,1,1,-1
1,France,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,BKK to CDG via LHR,BKK to CDG via LHR,01-01-2017,2,5,1,1,1,1
3,Japan,A320,A320,Solo Leisure,Solo Leisure,Economy Class,GLA to LGW,GLA to LGW,01-12-2016,1,4,1,4,2,-1
10,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,BKK to LHR,BKK to LHR,01-01-2017,5,5,5,5,5,5
6,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Business Class,LHR to CPT,LHR to CPT,01-01-2017,3,3,3,4,3,3
2,United Kingdom,Boeing 787-9,Boeing 787-9,Solo Leisure,Solo Leisure,First Class,LHR to KUL,LHR to KUL,01-11-2016,3,1,1,3,1,3
2,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,LED to LHR,LED to LHR,01-01-2017,3,4,1,4,2,1
2,China,Unknown,,Business,Business,Economy Class,LGW to CUN,LGW to CUN,01-11-2016,2,2,1,2,2,3
1,China,Unknown,,Family Leisure,Family Leisure,Premium Economy,PVG to ZRH via LHR,PVG to ZRH via LHR,01-10-2016,1,1,-1,1,1,-1
1,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,LGW to BGI,LGW to BGI,01-12-2016,1,1,1,1,1,1
6,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,JFK to LHR,JFK to LHR,01-01-2017,3,3,2,2,3,2
2,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Frankfurt,London to Frankfurt,01-07-2016,4,4,3,2,2,-1
1,United Kingdom,Unknown,,Business,Business,Economy Class,ATH to LHR,ATH to LHR,01-01-2017,4,1,1,3,1,-1
1,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Economy Class,FUE to LGW,FUE to LGW,01-01-2017,2,3,1,4,3,-1
7,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,IAH to LHR,IAH to LHR,01-01-2017,4,2,4,4,4,4
4,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,LGW to CUN,LGW to CUN,01-12-2016,3,3,1,3,2,1
3,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,LHR to DFW,LHR to DFW,01-12-2016,3,1,1,4,2,4
2,Switzerland,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,LHR to HKG,LHR to HKG,01-01-2017,3,2,2,1,1,4
1,Czech Republic,Unknown,,Business,Business,Economy Class,LHR to PRG,LHR to PRG,01-01-2017,4,1,-1,2,1,-1
8,United Kingdom,A321,A321,Solo Leisure,Solo Leisure,Business Class,LHR to AMM,LHR to AMM,01-01-2017,5,5,3,3,4,3
8,United Kingdom,A320 / Boeing 767,A320 / Boeing 767,Family Leisure,Family Leisure,Economy Class,LHR to FCO,LHR to FCO,01-01-2017,4,5,4,5,4,-1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Miami,London Heathrow to Miami,01-01-2017,3,1,1,1,1,1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LGW to BGI,LGW to BGI,01-01-2017,1,2,1,2,2,2
3,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Economy Class,KUL to LHR,KUL to LHR,01-12-2016,1,3,2,4,2,1
10,Greece,A320,A320,Couple Leisure,Couple Leisure,Economy Class,ATH to LHR,ATH to LHR,01-01-2017,4,5,3,5,4,-1
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MAN to LAX via LHR,MAN to LAX via LHR,01-01-2017,2,3,2,1,1,1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MAN to LAS via LHR,MAN to LAS via LHR,01-12-2016,1,1,1,1,1,1
2,United Kingdom,Boeing 747,Boeing 747,Family Leisure,Family Leisure,Business Class,MIA to LHR,MIA to LHR,01-01-2017,1,4,3,4,1,3
1,Australia,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,SYD to LHR,SYD to LHR,01-12-2016,1,1,1,1,1,1
1,France,Unknown,,Couple Leisure,Couple Leisure,Business Class,CDG to BKK via LHR,CDG to BKK via LHR,01-12-2016,2,4,1,1,1,1
2,Hong Kong,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,LHR to HKG,LHR to HKG,01-01-2017,1,4,4,3,1,2
9,Canada,Boeing 787-9,Boeing 787-9,Solo Leisure,Solo Leisure,Business Class,YYZ to LHR,YYZ to LHR,01-12-2016,3,5,4,4,4,4
6,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,LHR to LIM,LHR to LIM,01-12-2016,3,3,3,3,3,3
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,ATH to LHR,ATH to LHR,01-01-2017,1,2,1,1,1,1
4,Sweden,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,ARN to DEN via LHR,ARN to DEN via LHR,01-12-2016,3,4,2,1,2,1
5,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,IKA to LHR,IKA to LHR,01-01-2017,4,4,2,4,3,4
5,United Kingdom,Boeing 747,Boeing 747,Solo Leisure,Solo Leisure,Economy Class,CUN to LGW,CUN to LGW,01-12-2016,3,4,2,4,2,3
1,Canada,Unknown,,Couple Leisure,Couple Leisure,Economy Class,MAD to YUL via LHR,MAD to YUL via LHR,01-12-2016,1,1,-1,1,1,-1
10,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,First Class,MAN to SAN via LHR,MAN to SAN via LHR,01-12-2016,4,5,4,4,4,4
7,United Kingdom,Boeing 777-200ER,Boeing 777-200ER,Family Leisure,Family Leisure,Economy Class,LGW to TPA,LGW to TPA,01-11-2016,3,4,4,5,3,3
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,DXB to LHR,DXB to LHR,01-12-2016,1,1,1,1,1,2
9,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,Premium Economy,LAX to LHR,LAX to LHR,01-09-2016,5,4,4,5,5,5
10,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,BUD to LHR,BUD to LHR,01-12-2016,5,5,3,5,5,-1
7,Luxembourg,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Business Class,FRA to CPT via LHR,FRA to CPT via LHR,01-12-2016,4,5,2,4,4,3
1,United States,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Economy Class,BWI to LHR,BWI to LHR,01-12-2016,2,3,2,1,1,3
5,United Kingdom,Unknown,,Business,Business,Economy Class,LHR to PRG,LHR to PRG,01-12-2016,2,3,2,2,1,-1
7,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Premium Economy,BKK to LHR,BKK to LHR,01-12-2016,4,4,2,4,3,5
1,Canada,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,DXB to YYZ via LHR,DXB to YYZ via LHR,01-12-2016,2,4,2,1,1,1
1,United Kingdom,A320,A320,Business,Business,Economy Class,LHR to CPH,LHR to CPH,01-12-2016,1,1,1,1,1,1
2,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,LGW to ANU,LGW to ANU,01-12-2016,3,3,1,1,2,2
2,United Kingdom,Unknown,,Business,Business,Economy Class,KBP to BFS via LHR,KBP to BFS via LHR,01-12-2016,3,5,4,1,2,2
9,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,LHR to CPT,LHR to CPT,01-12-2016,4,5,4,3,5,5
1,Thailand,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,BKK to MAN via LHR,BKK to MAN via LHR,01-12-2016,1,1,1,1,1,1
3,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,First Class,UVF to LGW,UVF to LGW,01-12-2016,1,3,2,4,1,1
6,United Kingdom,A320 / Boeing 767,A320 / Boeing 767,Business,Business,Economy Class,LHR to EDI,LHR to EDI,01-12-2016,4,3,1,4,3,-1
9,Australia,Unknown,,Couple Leisure,Couple Leisure,Business Class,LHR to HKG,LHR to HKG,01-12-2016,4,5,5,4,4,4
2,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Economy Class,LHR to EZE,LHR to EZE,01-12-2016,1,2,2,2,2,1
7,Singapore,A380,A380,Solo Leisure,Solo Leisure,Economy Class,HKG to LHR,HKG to LHR,01-12-2016,1,3,3,3,4,1
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,LHR to BKK,LHR to BKK,01-11-2016,3,1,2,3,2,1
4,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,IAD to DEL via LHR,IAD to DEL via LHR,01-12-2016,3,3,2,3,3,3
1,United Kingdom,Unknown,,Business,Business,Premium Economy,SAN to SVQ via LHR,SAN to SVQ via LHR,01-12-2016,4,4,1,1,1,4
1,United States,Boeing 777,Boeing 777,Family Leisure,Family Leisure,Premium Economy,LHR to PHL,LHR to PHL,01-10-2016,1,1,2,1,1,2
5,United States,Boeing 747,Boeing 747,Business,Business,Business Class,DFW to BOM via LHR,DFW to BOM via LHR,01-11-2016,3,2,2,3,3,2
4,United States,Boeing 787-900,Boeing 787-900,Solo Leisure,Solo Leisure,Business Class,LHR to AUS,LHR to AUS,01-12-2016,2,4,3,4,2,3
8,China,A380,A380,Business,Business,Business Class,LHR to HKG,LHR to HKG,01-12-2016,4,4,4,4,5,3
1,United Kingdom,Unknown,,Business,Business,Premium Economy,MAN to PVG via LHR,MAN to PVG via LHR,01-12-2016,1,1,1,1,1,1
10,United States,A380 and Boeing 777,A380 and Boeing 777,Solo Leisure,Solo Leisure,Premium Economy,IAD to LHR,IAD to LHR,01-12-2016,5,5,5,5,5,-1
3,United Kingdom,Boeing 787,Boeing 787,Business,Business,Business Class,CTU to LHR,CTU to LHR,01-12-2016,2,3,1,2,1,2
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LGW to MCO,LGW to MCO,01-12-2016,3,2,1,3,1,2
6,United States,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Premium Economy,LHR to SEA,LHR to SEA,01-12-2016,3,2,2,4,3,3
9,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MAN to LHR,MAN to LHR,01-11-2016,4,5,4,3,4,-1
9,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to MAN,LHR to MAN,01-11-2016,4,5,4,4,4,-1
2,United Kingdom,Unknown,,Business,Business,Premium Economy,NBO to LHR,NBO to LHR,01-12-2016,2,3,1,2,1,3
7,United States,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,SEA to LHR,SEA to LHR,01-11-2016,4,3,3,2,2,4
2,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,First Class,LGW to UVF,LGW to UVF,01-12-2016,3,2,1,1,1,1
6,Australia,Boeing 777-300 / A380,Boeing 777-300 / A380,Business,Business,Economy Class,SYD to LHR via SIN,SYD to LHR via SIN,01-12-2016,3,2,2,4,4,3
1,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Economy Class,LHR to CPT,LHR to CPT,01-11-2016,1,1,1,4,1,2
7,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Premium Economy,LHR to YYC,LHR to YYC,01-10-2016,5,5,3,5,4,4
1,United Kingdom,A320,A320,Business,Business,Business Class,LHR to LIS,LHR to LIS,01-12-2016,1,2,1,1,1,1
4,United Kingdom,A380 800,A380 800,Couple Leisure,Couple Leisure,Economy Class,LHR to HKG,LHR to HKG,01-11-2016,1,2,1,3,2,4
1,United Kingdom,Boeing 777,Boeing 777,Family Leisure,Family Leisure,Economy Class,LHR to BKK,LHR to BKK,01-12-2016,2,2,2,4,2,1
8,United Kingdom,A321,A321,Couple Leisure,Couple Leisure,Business Class,LHR to MAD,LHR to MAD,01-12-2016,4,4,4,4,3,-1
1,Australia,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,SIN to  SYD,SIN to  SYD,01-12-2016,2,1,2,1,1,2
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,HKG to LHR,HKG to LHR,01-11-2016,1,1,1,1,1,1
6,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LHR to ARN,LHR to ARN,01-12-2016,2,4,1,4,3,-1
3,United Kingdom,A321,A321,Business,Business,Business Class,LHR to ZRH,LHR to ZRH,01-11-2016,1,2,1,3,1,1
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,LGW to MRU,LGW to MRU,01-11-2016,2,1,2,4,1,2
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to IST,LHR to IST,01-01-2016,3,3,3,1,1,3
1,United Kingdom,A380,A380,Family Leisure,Family Leisure,Economy Class,LHR to HKG,LHR to HKG,01-11-2016,1,2,-1,3,2,-1
9,United Kingdom,A380,A380,Business,Business,First Class,SIN to LHR,SIN to LHR,01-11-2016,5,5,5,3,4,4
8,Malaysia,Boeing 777-200ER,Boeing 777-200ER,Solo Leisure,Solo Leisure,Economy Class,JFK to LHR,JFK to LHR,01-11-2016,4,4,4,4,4,3
7,Australia,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LHR to BHD,LHR to BHD,01-10-2016,3,4,4,3,5,-1
10,United Kingdom,Boeing 777,Boeing 777,Business,Business,First Class,LHR to YYZ,LHR to YYZ,01-11-2016,5,5,4,5,5,4
6,United Kingdom,Boeing 787-800,Boeing 787-800,Couple Leisure,Couple Leisure,Business Class,MAA to LHR,MAA to LHR,01-11-2016,5,5,5,3,3,3
9,Singapore,A380,A380,Business,Business,Premium Economy,SIN to LHR,SIN to LHR,01-11-2016,5,5,5,5,5,4
9,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,TLV to LHR,TLV to LHR,01-11-2016,3,5,5,3,4,4
7,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,RAK to LGW,RAK to LGW,01-11-2016,4,5,3,2,3,-1
3,Singapore,Unknown,,Family Leisure,Family Leisure,Economy Class,SYD to SIN,SYD to SIN,01-11-2016,4,2,1,1,1,3
1,United Kingdom,Unknown,,Business,Business,Economy Class,AMS to LHR,AMS to LHR,01-11-2016,1,1,1,1,1,1
7,United States,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,First Class,LHR to SFO,LHR to SFO,01-04-2016,3,3,3,2,3,3
6,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Economy Class,LHR to YYZ,LHR to YYZ,01-10-2016,3,4,3,5,4,3
5,Germany,Boeing 747-400,Boeing 747-400,Business,Business,Business Class,DUS to BOS via LHR,DUS to BOS via LHR,01-11-2016,3,5,2,3,2,5
10,United Kingdom,A380,A380,Business,Business,First Class,LHR to SIN,LHR to SIN,01-11-2016,5,5,5,5,5,4
1,United Kingdom,Unknown,,Business,Business,Premium Economy,LHR to DEL,LHR to DEL,01-08-2016,1,1,1,1,1,1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,RAK to LGW,RAK to LGW,01-11-2016,1,5,2,1,1,-1
8,United Kingdom,A320,A320,Business,Business,Economy Class,LHR to BHD,LHR to BHD,01-11-2016,4,5,4,5,3,-1
8,United Kingdom,Boeing 737,Boeing 737,Solo Leisure,Solo Leisure,Economy Class,LHR to KBP,LHR to KBP,01-11-2016,3,4,3,4,4,2
9,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,First Class,LHR to LAS,LHR to LAS,01-11-2016,5,5,5,4,4,2
1,Thailand,Various,Various,Business,Business,Economy Class,BKK to LHR via LAD & ABV,BKK to LHR via LAD & ABV,01-08-2016,1,1,2,2,1,1
2,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,LHR to IAH,LHR to IAH,01-08-2016,1,2,2,2,2,4
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,LGW to ANU,LGW to ANU,01-09-2016,3,1,1,3,1,2
5,United Kingdom,A321,A321,Business,Business,Economy Class,LHR to DME,LHR to DME,01-11-2016,3,2,1,4,4,4
1,United Kingdom,Boeing 777,Boeing 777,Business,Business,Economy Class,LGW to BGI,LGW to BGI,01-10-2016,2,1,1,4,1,2
3,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,First Class,JNB to LHR,JNB to LHR,01-11-2016,5,3,1,2,1,3
9,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Premium Economy,MIA to LHR,MIA to LHR,01-11-2016,5,4,4,3,4,5
9,United Kingdom,Boeing 787-900,Boeing 787-900,Couple Leisure,Couple Leisure,Premium Economy,LHR to BWI,LHR to BWI,01-11-2016,5,5,4,5,5,5
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,SOF to LHR,SOF to LHR,01-11-2016,1,2,1,1,1,-1
7,Canada,Boeing 787-800 / 777-200,Boeing 787-800 / 777-200,Couple Leisure,Couple Leisure,First Class,YYZ to LHR,YYZ to LHR,01-11-2016,4,4,1,1,2,4
2,United Kingdom,Unknown,,Business,Business,Economy Class,LHR to KUL,LHR to KUL,01-10-2016,3,4,3,2,3,4
3,South Africa,Unknown,,Business,Business,Business Class,CPT to DUR,CPT to DUR,01-11-2016,1,2,1,3,1,-1
10,United States,A380,A380,Couple Leisure,Couple Leisure,First Class,LHR to IAD,LHR to IAD,01-11-2016,5,5,4,5,4,4
3,United States,Unknown,,Family Leisure,Family Leisure,Economy Class,BCN to LHR,BCN to LHR,01-11-2016,2,2,2,1,4,1
9,United States,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,First Class,DFW to LHR,DFW to LHR,01-11-2016,5,5,4,4,4,4
8,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to TXL,LHR to TXL,01-09-2016,3,5,2,5,3,-1
4,Portugal,A320,A320,Business,Business,Economy Class,LHR to LIS,LHR to LIS,01-11-2016,5,2,1,1,2,-1
1,United Kingdom,A380-800,A380-800,Family Leisure,Family Leisure,Economy Class,LHR to MIA,LHR to MIA,01-10-2016,3,3,1,2,2,1
9,Portugal,A320,A320,Business,Business,Economy Class,LIS to LHR,LIS to LHR,01-11-2016,5,5,5,5,5,-1
3,United Kingdom,Boeing 787,Boeing 787,Family Leisure,Family Leisure,First Class,LHR to DXB,LHR to DXB,01-11-2016,3,4,2,2,2,3
3,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,First Class,DXB to LHR,DXB to LHR,01-11-2016,3,4,1,2,2,3
4,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,LGW to ALC,LGW to ALC,01-11-2016,2,2,3,3,3,-1
3,United Kingdom,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,Premium Economy,LHR to BKK,LHR to BKK,01-11-2016,2,2,1,2,2,1
1,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,LGW to BGI,LGW to BGI,01-11-2016,1,1,1,1,1,3
10,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,DUB to LCY,DUB to LCY,01-10-2016,5,5,4,5,3,-1
2,South Africa,Boeing 747-400 / A380,Boeing 747-400 / A380,Solo Leisure,Solo Leisure,Economy Class,JNB to CLT via LHR,JNB to CLT via LHR,01-11-2016,1,1,3,1,3,2
9,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,First Class,LHR to LAX,LHR to LAX,01-10-2016,5,5,5,4,5,5
2,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,MRU to LGW,MRU to LGW,01-11-2016,2,1,1,3,1,1
4,Greece,A320,A320,Solo Leisure,Solo Leisure,Economy Class,ATH to LHR,ATH to LHR,01-11-2016,3,5,1,5,1,-1
7,United Kingdom,Boeing 787-9,Boeing 787-9,Couple Leisure,Couple Leisure,First Class,LHR to KUL,LHR to KUL,01-10-2016,3,4,3,4,3,3
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LGW to LIM,LGW to LIM,01-08-2016,1,1,2,3,2,1
3,Cyprus,Boeing 767-300,Boeing 767-300,Business,Business,Economy Class,LCA to LHR,LCA to LHR,01-11-2016,2,2,1,2,1,1
2,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Business Class,LGW to MCO,LGW to MCO,01-11-2016,1,1,1,1,1,1
6,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Economy Class,LHR to BKK,LHR to BKK,01-11-2016,3,4,1,3,3,3
4,United Kingdom,A319,A319,Business,Business,Business Class,LHR to GVA,LHR to GVA,01-11-2016,2,5,1,4,2,-1
9,United Kingdom,A380-800,A380-800,Couple Leisure,Couple Leisure,Economy Class,LHR to LAX,LHR to LAX,01-10-2016,4,5,4,4,4,4
8,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,UVF  to LGW,UVF  to LGW,01-11-2016,2,2,1,5,1,2
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LHR to BOS,LHR to BOS,01-10-2016,2,3,2,4,2,4
9,United Kingdom,A319,A319,Family Leisure,Family Leisure,Economy Class,LGW to VLC,LGW to VLC,01-10-2016,3,4,3,4,4,-1
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LGW to SVQ via MAD,LGW to SVQ via MAD,01-11-2016,3,4,2,3,1,1
3,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Economy Class,LHR to JFK,LHR to JFK,01-10-2016,2,3,2,1,3,3
2,United Kingdom,A320,A320,Business,Business,Business Class,LHR to OTP,LHR to OTP,01-10-2016,2,4,1,2,1,-1
10,United Kingdom,Boeing 787,Boeing 787,Solo Leisure,Solo Leisure,Economy Class,ICN to LHR,ICN to LHR,01-10-2016,4,5,5,4,4,5
9,United Kingdom,A380 and Boeing 737-800,A380 and Boeing 737-800,Solo Leisure,Solo Leisure,Economy Class,LHR to CPT via JNB,LHR to CPT via JNB,01-10-2016,4,5,4,3,5,4
4,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Business Class,HKG to LHR,HKG to LHR,01-10-2016,3,3,2,3,2,1
9,United States,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Business Class,LHR to ORD,LHR to ORD,01-10-2016,5,5,5,5,5,5
4,Canada,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,YVR to LHR,YVR to LHR,01-10-2016,3,2,1,2,2,2
7,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LHR to AGP,LHR to AGP,01-10-2016,3,4,1,2,3,-1
9,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Premium Economy,LHR to MIA,LHR to MIA,01-10-2016,4,5,4,5,4,1
10,Kuwait,"Boeing 747-400,  A320, A319","Boeing 747-400,  A320, A319",Solo Leisure,Solo Leisure,Economy Class,KWI to EDI via LHR,KWI to EDI via LHR,01-10-2016,5,5,4,5,5,5
10,Qatar,Unknown,,Business,Business,Economy Class,EDI to LGW,EDI to LGW,01-10-2016,3,5,3,5,5,-1
4,Singapore,Unknown,,Business,Business,Premium Economy,SIN to BCN via LHR,SIN to BCN via LHR,01-10-2016,3,1,2,2,3,2
1,Belgium,A319,A319,Business,Business,Business Class,LHR to BRU,LHR to BRU,01-10-2016,1,1,1,1,1,1
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,ATH to LHR,ATH to LHR,01-10-2016,3,5,1,3,1,-1
6,Netherlands,A320,A320,Business,Business,Business Class,MLA to LGW,MLA to LGW,01-10-2016,3,5,3,1,3,-1
3,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,BKK to LHR,BKK to LHR,01-10-2016,3,3,2,3,3,3
4,United Kingdom,A319,A319,Family Leisure,Family Leisure,Business Class,LGW to Pisa,LGW to Pisa,01-10-2016,1,4,2,1,1,-1
1,Thailand,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,CNX  to LHR via BKK,CNX  to LHR via BKK,01-09-2016,3,4,3,1,2,2
8,United Kingdom,Boeing 747 400,Boeing 747 400,Couple Leisure,Couple Leisure,Business Class,LHR to LAX,LHR to LAX,01-09-2016,5,3,4,5,4,2
1,United Kingdom,Boeing 777-300,Boeing 777-300,Business,Business,Premium Economy,HND to LHR,HND to LHR,01-10-2016,2,2,1,3,2,3
8,United Kingdom,Boeing 747,Boeing 747,Solo Leisure,Solo Leisure,First Class,LHR to BOS,LHR to BOS,01-10-2016,4,4,3,4,4,4
1,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Economy Class,SFO to MAN via LHR,SFO to MAN via LHR,01-10-2016,2,1,1,1,1,1
2,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Economy Class,LHR to SFO,LHR to SFO,01-10-2016,1,1,2,2,1,1
3,United Kingdom,A380,A380,Business,Business,First Class,LHR to SIN,LHR to SIN,01-10-2016,4,4,3,1,1,3
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,BRI to LGW,BRI to LGW,01-10-2016,1,1,1,3,1,-1
4,South Africa,"Boeing 747, A380","Boeing 747, A380",Business,Business,First Class,JNB to ATH via LHR,JNB to ATH via LHR,01-06-2016,3,4,2,4,1,3
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,BKK to LHR,BKK to LHR,01-09-2016,2,2,3,3,2,1
3,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LGW to MLA,LGW to MLA,01-10-2016,1,1,3,1,1,-1
2,Australia,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,SYD to LHR via SIN,SYD to LHR via SIN,01-10-2016,2,1,1,2,1,2
1,New Zealand,Unknown,,Solo Leisure,Solo Leisure,Business Class,JFK to LHR,JFK to LHR,01-10-2016,1,3,1,1,1,1
5,United Kingdom,A319,A319,Family Leisure,Family Leisure,Economy Class,LGW to NCE,LGW to NCE,01-10-2016,3,3,2,3,3,-1
3,Ireland,Boeing 787-9,Boeing 787-9,Solo Leisure,Solo Leisure,First Class,LHR to KUL,LHR to KUL,01-08-2016,4,1,1,2,2,1
10,United Kingdom,A321-200,A321-200,Solo Leisure,Solo Leisure,Economy Class,PMI to LHR,PMI to LHR,01-10-2016,5,5,5,5,5,-1
7,Ireland,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Economy Class,LHR to ICN,LHR to ICN,01-10-2016,1,4,4,3,3,5
